Date,Title,Source.Name,ID,predicted_related,Sellers,Buyers,Brokers,Surgery,group
2015-07-31T00:00:00Z,Five held in kidney case,The Telegraph (India),6228,1,Sri Lanka,Sri Lanka,Sri Lanka,Sri Lanka,1542
2015-09-02T00:00:00Z,We have to fight poverty to stop kidney business,The New Nation (Bangladesh),6479,1,Bangladesh,India,Bangladesh,India,1556
2015-09-13T00:00:00Z,Woman sells kidney for Rs3L to marry off daughter,The Pioneer (India),6528,1,India,India,India,India,1557
2015-10-08T00:00:00Z,Need a kidney? Inside the world's biggest organ market,News Chronicle (Nigeria),6706,1,Bangladesh,India,Bangladesh,Bangladesh,1571
2016-01-20T00:00:00Z,Kidney scam: Cops yet to act against docs,The Times of India (TOI),7368,1,"India, Sri Lanka","India, Sri Lanka","India, Sri Lanka",Sri Lanka,1596
2016-01-27T00:00:00Z,Kidneys trade jail,The Sun (England),7486,1,Turkey,Turkey,Turkey,Turkey,1597
2016-01-28T00:00:00Z,Sri Lanka bans organ transplants for foreigners over scandal,thetimes.co.uk,7488,1,India,India,India,Sri Lanka,1602
2016-01-29T00:00:00Z,Sri Lanka halts kidney transplants,The Times (London),7499,1,"India, Sri Lanka",India,"India, Sri Lanka",Sri Lanka,1606
2016-02-18T00:00:00Z,Indonesian police track organ trafficking ring targeting poor villagers,AM(ABC Transcript),7570,1,Indonesia,Indonesia,Indonesia,Indonesia,1608
2016-03-15T00:00:00Z,Kidney selling racket busted,The Times of India (TOI),7679,1,"India, Sri Lanka","India, Sri Lanka","India, Sri Lanka","Delhi, India, Sri Lanka",1615
2016-03-28T00:00:00Z,Village kidney racket with wide links,Indian Health Care News,7737,1,India,India,India,India,1619
2016-04-04T00:00:00Z,Oman health: Sheer hell of illegal organ ops revealed,Times of Oman,7852,1,Pakistan,Pakistan,Pakistan,Pakistan,1624
2016-05-10T00:00:00Z,"Harry Wu, Chinese dissident - obituary",telegraph.co.uk,8022,1,China,United States,United States,China,1630
2016-06-03T00:00:00Z,"Top hospital says it is 'victim of a well-orchestrated operation to cheat patients', probe shows gang's reach in Sri Lanka , Thailand",MailOnline,8175,1,"Delhi, India, West Bengal","India, Sri Lanka",India,India,1631
2016-06-05T00:00:00Z,Kidney racket at Apollo Hospital: How to stop illegal transplants,The Financial Express,8246,1,"India, Sri Lanka",India,"India, Iran",India,1632
2016-06-07T00:00:00Z,Indian police make new arrests in kidney sale racket,Agence France Presse - English,8274,1,India,India,India,India,1633
2016-06-08T00:00:00Z,Kidney trafficking mastermind being taken to Delhi,IANS-English,8289,1,India,"Delhi;Bu, India, Indonesia",India,"India, Indonesia, Sri Lanka",1645
2016-06-09T00:00:00Z,GLOBAL SNAPSHOT,The Cairns Post (Australia),8306,1,India,India,India,India,1650
2016-06-13T00:00:00Z,Illegal organ trade in the country,Web Newswire,8338,1,India,India,India,India,1652
2016-06-16T00:00:00Z,"Greece : Turkish , Israeli Gangs Engaged in Organ Trafficking of Syrian Refugees",Thai News Service,8350,1,"Israel, Turkey",Israel,Israel,Turkey,1657
2016-06-28T00:00:00Z,Delhi police in city for kidney racket probe,The Times of India (TOI),8407,1,India,India,India,India,1674
2016-06-29T00:00:00Z,Kidney recipient denied bail by the court,American Banking and Market News,8418,1,India,India,India,India,1678
2016-07-09T00:00:00Z,Kidney rackets rampant across India as crackdown proves difficult,Hindustan Times,8456,1,"India, Iran, Israel, Singapore","India, Iran, Israel, Singapore","India, Iran, Israel, Singapore",India,1688
2016-07-15T00:00:00Z,"Kidney sale nixed in nick of time at Powai hospital, 4 held",The Times of India (TOI),8481,1,India,India,India,India,1693
2016-07-18T00:00:00Z,COPS ON LOOKOUT - Donor who wasn't paid Rs 10L blew lid off scam,Times of India (Electronic Edition),8536,1,"Gujarat, India",India,India,India,1701
2016-08-01T00:00:00Z,Anand kidney selling racket: Doctor arrested from Delhi,The Times of India (TOI),8702,1,"India, Pakistan","India, Kuwait, Saudi Arabia",India,"India, Myanmar, Pakistan, Sri Lanka",1704
2016-08-10T00:00:00Z,"Mumbai hospital CEO, four medicos nabbed for kidney racket So far, a total of 15 persons (including the five medicos) have been arrested in the case which first came to light last month at the hospital.",Indian Express,8760,1,"Gujarat, India","Gujarat, India",India,India,1751
2016-08-13T00:00:00Z,A kidney saver from the land of organ seller,Hindustan Times,8791,1,India,"India, Myanmar, Sri Lanka",India,India,1752
2016-08-18T00:00:00Z,Hiranandani kidney trafficking case: Bail for 5 doctors,Afternoon Voice (India),8813,1,India,India,India,India,1757
2016-08-20T00:00:00Z,Man behind 60 illegal kidney transplants held,The Times of India (TOI),8831,1,India,India,India,India,1761
2016-08-25T00:00:00Z,How much does a kidney cost in Iran ?,Arutz Sheva,8897,1,Iran,"Iran, United States",Iran,Iran,1765
2016-09-05T00:00:00Z,Organ racket: Man caught trying to buy kidney dies,Times of India (Electronic Edition),8954,1,India,India,India,India,1770
2016-09-13T00:00:00Z,Kidney racket: Anand police's authority challenged in HC,Mirror Publications,8996,1,India,India,India,India,1778
2016-10-12T00:00:00Z,"Your kidney will regrow, whistleblower was told",Hindustan Times,9173,1,India,India,India,India,1791
2016-10-12T00:00:00Z,Kidney racket: Five Hiranandani doctors chargesheeted for criminal conspiracy,The Times of India (TOI),9174,1,India,India,India,India,1793
2016-10-27T00:00:00Z,Israel Special Investigations Unit busts organ trafficking ring,Jpost.com (The Jerusalem Post online edition),9283,1,Israel,Turkey,"Israel, Ukraine",Turkey,1813
2016-11-10T00:00:00Z,Human organ trading racket busted at private clinic in Rawalpindi,Daily The Post,9359,1,Pakistan,Pakistan,Pakistan,Pakistan,1841
2016-11-21T00:00:00Z,"Syria : Coroner's Office - Body Organs of Over 15,000 Syrians Sold in 6 Years",Thai News Service,9461,1,"Iraq, Syria","Egypt, Turkey","Iraq, Turkey",Turkey,1845
2016-12-24T00:00:00Z,"Despite Efforts, India Remains An Easy Market For Illegal Organ Trade",Youth Ki Awaaz,9682,1,India,India,India,India,1862
2016-12-26T00:00:00Z,2 charged with running international organ traffic ring,The Times of Israel,9686,1,"Bulgaria, Israel",Israel,"Bulgaria, Israel","Bulgaria, Thailand, Turkey",1869
2016-12-30T00:00:00Z,Kosovo court orders retrial of men convicted of organ trafficking,Channel NewsAsia,9700,1,"China, Israel, Soviet Union, Turkey",Israel,"Israel, Soviet Union, Turkey","China, Kosovo",1879
2017-02-22T00:00:00Z,How You Can Help Stop The Theft And Trafficking Of Organs In India,Youth Ki Awaaz,10035,1,India,India,India,India,1891
2017-04-16T00:00:00Z,"Kidney 'donor' fails to find guarantor, back in jail",The Times of India (TOI),10404,1,India,India,India,India,1900
2017-04-19T00:00:00Z,Experts call for international efforts against organ tourism,Global Times (China),10419,1,China,"Australia, Egypt, Pakistan","Australia, China, Egypt, Pakistan","China, Egypt, Pakistan",1902
2017-05-02T00:00:00Z,Two Omanis arrested in illegal kidney trade racket,ArabianBusiness.com,10582,1,Oman,Oman,Oman,"Oman, Pakistan",1939
2017-05-04T00:00:00Z,Organ trade raid,Dawn (Pakistan),10593,1,Oman,Oman,Oman,Pakistan,1944
2017-05-05T00:00:00Z,Organ trade,The News International,10604,1,Oman,Oman,Oman,Pakistan,1945
2017-05-11T00:00:00Z,Agent involved in illegal kidney sale in Lahore sent on physical remand,The Frontier Post (AsiaNet),10696,1,"India, Malaysia, Oman, Pakistan, UK","India, Malaysia, Oman, UK","India, Malaysia, Oman, Pakistan, UK",Pakistan,1971
2017-05-26T00:00:00Z,Kidney racket busted in capital,Hindustan,10819,1,India,India,India,India,2038
2017-05-27T00:00:00Z,Police arrest four members of kidney selling racket,DNA,10824,1,India,"India, Iran",India,"India, Sri Lanka",2049
2017-06-08T00:00:00Z,It's not always wrong to pay people for their organs,Global English (Middle East and North Africa Financial Network),10887,1,"India, Pakistan, US","India, Pakistan, US",Pakistan,"India, Pakistan, US",2052
2017-06-09T00:00:00Z,Profiteering in saving lives,The Pioneer (India),10891,1,India,India,India,India,2056
2017-06-27T00:00:00Z,"Wealth, poverty propping up Pakistan 's illegal kidney trade",Newstex Blogs,10990,1,"Oman, Pakistan",Oman,"Oman, Pakistan",Pakistan,2066
2017-07-21T00:00:00Z,Hiranandani Hospital kidney racket: Three suspects to be questioned,Indian Express,11186,1,Singh,Gujarat,India,India,2069
2017-07-28T00:00:00Z,Online kidney racket uses city hospital name for biz,The Times of India (TOI),11237,1,India,India,India,India,2071
2017-08-24T00:00:00Z,Hyderabad Police yet to grill Lankan doctor in kidney racket,Global English (Middle East and North Africa Financial Network),11451,1,Sri Lanka,India,Sri Lanka,Sri Lanka,2074
2017-09-09T00:00:00Z,Cops to tell Cairo hosp to stall kidney transplants,The Times of India (TOI),11519,1,Egypt,Egypt,Egypt,Egypt,2082
2017-09-11T00:00:00Z,"'12 patients, donors went to Cairo for kidney transplants'",The Times of India (TOI),11525,1,"Egypt, India",Egypt,"Egypt, India","Egypt, India",2087
2017-09-26T00:00:00Z,FIA arrests illegal kidney trade racket from Nowshera,Global English (Middle East and North Africa Financial Network),11674,1,Afghanistan,Afghanistan,Afghanistan,Afghanistan,2103
2017-09-27T00:00:00Z,Illegal kidney transplant for Phagwara mayor's daughter at Rs. 40L,Global English (Middle East and North Africa Financial Network),11678,1,"Egypt, India","Egypt, India",Egypt,Egypt,2106
2017-10-08T00:00:00Z,Remand of suspects in illegal kidney transplant case extended,Dawn (Pakistan),11752,1,"Afghanistan, Oman, Pakistan","Afghanistan, Oman, Pakistan",Pakistan,Pakistan,2111
2017-10-17T00:00:00Z,Girl saved from selling kidney for marriage,Asian News International (ANI),11796,1,India,India,India,India,2117
2017-10-24T00:00:00Z,A timely warning on the organs trade,The Sun (Nigeria),11839,1,Egypt,Egypt,Egypt,Egypt,2119
2017-11-24T00:00:00Z,Cairo scam: Can illegal transplants done abroad attract Indian laws?,Times of India (Electronic Edition),12155,1,Egypt,Egypt,Egypt,Egypt,2125
2017-11-24T00:00:00Z,"'Threatened, tricked', TN man flown to Cairo for job, but returns without kidney",The Times of India (TOI),12157,1,India,Egypt,Egypt,Egypt,2127
2017-12-04T00:00:00Z,Two sentenced in Costa Rica for organ trafficking,Agence France Presse - English,12198,1,Israel,Israel,Greece,Costa Rica,2130
2018-01-06T00:00:00Z,Israeli mastermind behind organ trafficking ring is arrested in Cyprus,Newstex Blogs,12436,1,Israel,Israel,Israel,Kosovo,2136
2018-02-06T00:00:00Z,"Husband, in-laws sell woman's kidney for not meeting dowry demand; 2 arrested",Hindustan Times,12684,1,India,India,India,India,2143
2018-05-24T00:00:00Z,Kosovo doctors jailed for organ trafficking,Agence France Presse - English,13681,1,"Israel, Kazakhstan, Russia, Soviet Union, Turkey",Israel,"Israel, Kazakhstan, Russia, Turkey",Kosovo,2146
2018-11-05T00:00:00Z,"Man falls for WhatsApp ad, tries to sell kidney for Dh800,000",Khaleej Times (United Arab Emirates),15337,1,India,India,India,India,2162
2019-01-10T00:00:00Z,Sell your kidney for an iPhone and now need lifelong dialysis,CE Noticias Financieras English,15981,1,China,China,China,China,2171
2019-01-14T00:00:00Z,He sold a kidney to buy an iPhone and now lives prostrate in a bed,CE Noticias Financieras English,16055,1,China,China,China,China,2173
2019-01-20T00:00:00Z,Indian woman arrested over kidney selling racket in Sri Lanka,Ada Derana,16093,1,Sri Lanka,Singapore,Sri Lanka,Singapore,2176
2019-03-22T00:00:00Z,IMA smells a rat in campaign against cadaver transplant,The Times of India (TOI),16739,1,India,India,India,India,2200
2019-04-02T00:00:00Z,"Global kidney racket busted, three arrested",Times of India (Electronic Edition),16826,1,"Egypt, Sri Lanka, Turkey",Turkey,Turkey,"Egypt, Sri Lanka, Turkey",2203
2019-05-07T00:00:00Z,A harvest of kidneys in India,News Chronicle (Nigeria),17272,1,India,India,India,India,2207
2019-06-13T00:00:00Z,"Once victims, they are now kingpins Kidney racket",Hindustan Times Lucknow,17604,1,India,India,India,India,2217
2019-07-12T00:00:00Z,Vizag kidney racket reverberates in Karnataka High Court,Mirror Publications,17877,1,India,India,India,India,2230
2019-08-05T00:00:00Z,"2-year-old moves SC, seeks CBI probe into kidney rackets",The Times of India (TOI),18113,1,India,India,India,India,2231
2019-09-13T00:00:00Z,Bulgaria breaks up kidney trafficking ring,Agence France Presse - English,18459,1,"Bulgaria, Turkey",Turkey,Turkey,Turkey,2237
2019-09-19T00:00:00Z,"BLOOD TRADE Iran 's legal organ market where sick brokers make ??45K a month preying on the poor - trading kidneys, livers and EYEBALLS",thesun.co.uk,18494,1,Iran,Iran,Iran,Iran,2243
2020-02-19T00:00:00Z,Pakistan cracks down on illegal organ trade,dpa international (Englischer Dienst),19588,1,Pakistan,"Jordan, Libya, Oman",Pakistan,Pakistan,2261
2020-02-27T00:00:00Z,This Day 25 years ago: More Kidney Thefts,Free Press Journal (India),19773,1,India,India,India,India,2262
2020-07-18T00:00:00Z,"Hyderabad police bust kidney racket, one held",Global English (Middle East and North Africa Financial Network),20877,1,"Sri Lanka, Turkey",Sri Lanka,Sri Lanka,"Sri Lanka, Turkey",2271
2020-08-02T00:00:00Z,Delhi: Murderer doctor's 100 victims became crocodiles feed in UP canal,The Times of India (TOI),20961,1,India,India,India,India,2272
2020-10-08T00:00:00Z,He sells his kidney for an iPhone... now you need lifetime dialysis,CE Noticias Financieras English,21428,1,China,China,China,China,2280
2021-07-14T00:00:00Z,Organ trade racket unearthed in Dibrugarh,Assam Tribune (India),23471,1,India,India,India,India,2294
2021-07-15T00:00:00Z,"Organ racket gang busted in Assam, three arrested",The Times of India (TOI),23513,1,India,India,India,India,2310
2021-11-29T00:00:00Z,"John Rwigambwa's widow charged with forgery, human trafficking",Legal Monitor Worldwide,24287,1,India,India,India,India,2336
2022-04-05T00:00:00Z,Police dismantle organ trafficking ring,CE Noticias Financieras English,25082,1,Morocco,Turkey,Turkey,Turkey,2366
2022-04-25T00:00:00Z,Selling kidneys now easier than finding jobs in Uganda,Daily Monitor,25203,1,India,India,India,India,2372
2022-05-27T00:00:00Z,6 more kidneys sold through arrested agents: Crime branch,Hindustan Times Pune Edition,29562,1,India,India,India,India,2375
2022-06-03T00:00:00Z,"Why do kidney transplant rackets happen? Cheap, low risk, organ in most demand, say experts",Indian Express,30348,1,India,India,India,India,2376
2022-09-04T00:00:00Z,Odisha man who abandoned wife after selling her kidney arrested,Sambad English,30522,1,India,India,India,India,2414
2022-09-14T00:00:00Z,Goes to the hospital for stomach pain and discovers that her kidney was sold by her husband,CE Noticias Financieras English,30576,1,India,India,India,India,2417
2022-09-28T00:00:00Z,Court sets date to hear bail application by Nile Treasure Gate bosses,The Daily Monitor,30649,1,Uganda,Saudi Arabia,Saudi Arabia,Saudi Arabia,2418
